,Compresión Simple (Pa),Cohesión (Pa),Ángulo de Fricción (Grados),Módulo de Young,Textura,Nombre
2565,161581998.64,24968630.26,33.43,368544.69,Detrítica,Arenisca
2566,179420407.19,17154159.87,51.57,717204.14,Intermedia-Gruesa,Granito
2567,95244412.24,36770606.85,37.43,1261229.13,Detrítica,Arenisca
2568,117632089.54,10403424.76,43.79,213763.82,Detrítica,Arenisca
2569,245757969.67,30492296.28,39.77,355995.45,Afanítica,Andesita
2570,-18478160.36,24369725.96,13.87,-23613.22,Detrítica,Arenisca
2571,175660220.46,33080927.13,47.46,824357.1,Intermedia-Gruesa,Granito
2572,117557552.76,42490592.55,40.46,-338811.65,Intermedia-Gruesa,Granito
2573,173792112.22,49606117.5,54.45,679496.58,Porfídica,Basalto
2574,107020137.92,47290177.52,30.02,116973.71,Detrítica,Arenisca
2575,210607108.16,30416028.07,31.91,599862.77,Fanerítica,Gabro
2576,220729535.17,43241726.6,47.47,671719.87,Porfídica,Basalto
2577,238985681.86,68420724.58,48.66,518184.05,Intermedia-Gruesa,Granito
2578,87359953.09,21908001.23,18.56,532484.01,Detrítica,Arenisca
2579,206809677.14,39728327.03,56.32,378435.61,Intermedia-Gruesa,Granito
2580,173064187.81,84137360.72,51.82,623267.04,Porfídica,Basalto
2581,190171134.64,88802454.87,59.97,445217.43,Intermedia-Gruesa,Granito
2582,170834292.34,73268794.59,56.73,1127327.9,Porfídica,Basalto
2583,122294633.03,8841214.83,58.93,710129.97,Detrítica,Arenisca
2584,184623100.12,24986191.04,51.75,251936.55,Intermedia-Gruesa,Granito
2585,256800020.13,30630221.05,40.95,370410.42,Afanítica,Andesita
2586,227314324.1,29018631.25,44.42,432943.52,Fanerítica,Gabro
2587,96864825.89,18658143.28,58.71,294121.76,Detrítica,Arenisca
2588,184376181.22,32966001.32,61.52,250459.84,Intermedia-Gruesa,Granito
2589,200554320.04,63360340.35,50.93,376803.68,Porfídica,Basalto
2590,49338325.43,16891314.65,35.61,239419.01,Detrítica,Arenisca
2591,249094546.33,16509024.37,36.79,373287.45,Afanítica,Andesita
2592,168533697.32,30483709.31,47.41,502046.82,Porfídica,Basalto
2593,117544886.58,37106536.19,66.52,174425.26,Detrítica,Arenisca
2594,205687774.19,25422891.0,43.93,317645.04,Afanítica,Andesita
2595,283834072.61,30741744.01,36.58,596450.01,Fanerítica,Gabro
2596,154757117.78,37216278.84,60.74,1037927.55,Detrítica,Arenisca
2597,355947568.29,28603486.89,48.72,362634.63,Afanítica,Andesita
2598,102589633.8,25957965.7,35.8,-72023.81,Detrítica,Arenisca
2599,136957137.43,17178040.15,54.67,962053.53,Porfídica,Basalto
2600,208778752.78,47537590.22,50.66,502116.83,Intermedia-Gruesa,Granito
2601,314248529.27,20285532.89,48.58,380852.39,Afanítica,Andesita
2602,68448131.96,35568682.02,42.73,-147524.35,Detrítica,Arenisca
2603,174293287.23,57833868.5,54.33,1217972.32,Porfídica,Basalto
2604,135479113.82,907110.51,48.6,-121702.64,Detrítica,Arenisca
2605,181483679.62,34025712.48,46.32,165100.95,Intermedia-Gruesa,Granito
2606,271294392.72,21780137.38,42.09,413857.1,Afanítica,Andesita
2607,113975312.53,-12361820.38,60.78,-156563.28,Detrítica,Arenisca
2608,309231108.8,22902994.66,38.26,399028.01,Afanítica,Andesita
2609,128668070.89,45338054.79,45.43,76499.64,Detrítica,Arenisca
2610,231569869.49,24116591.23,41.93,337233.75,Afanítica,Andesita
2611,207749169.85,30531347.11,40.59,-218055.44,Intermedia-Gruesa,Granito
2612,233555922.84,26141528.04,50.18,341285.27,Afanítica,Andesita
2613,207472920.46,28993535.86,53.35,-243708.0,Intermedia-Gruesa,Granito
2614,137189422.04,62770602.28,54.41,332729.67,Porfídica,Basalto
2615,220289845.05,29333255.1,31.7,176690.32,Fanerítica,Gabro
2616,292434601.67,22714924.91,47.56,436214.42,Afanítica,Andesita
2617,211619148.57,35408252.0,47.76,1260867.76,Porfídica,Basalto
2618,205105704.86,16370464.74,45.54,340171.98,Afanítica,Andesita
2619,163662727.73,32435469.95,52.75,445503.06,Porfídica,Basalto
2620,242716386.32,25386365.72,47.29,460953.28,Afanítica,Andesita
2621,168596521.79,58248178.38,47.33,340573.78,Porfídica,Basalto
2622,103712339.12,19437524.51,35.33,347995.48,Detrítica,Arenisca
2623,180934980.24,53589426.43,53.68,621384.94,Porfídica,Basalto
2624,225713430.66,24996937.77,43.74,-86295.87,Intermedia-Gruesa,Granito
2625,67995371.64,11749218.78,24.86,161762.0,Detrítica,Arenisca
2626,178016559.13,32718634.24,49.29,560256.65,Porfídica,Basalto
2627,213362493.0,27147897.63,50.23,301457.19,Afanítica,Andesita
2628,224998685.35,26632639.56,50.38,353787.84,Afanítica,Andesita
2629,183827007.73,3982177.29,54.03,-20418.59,Detrítica,Arenisca
2630,198193863.56,47475665.72,45.55,450014.55,Intermedia-Gruesa,Granito
2631,118164839.74,31418863.61,54.14,-201646.79,Detrítica,Arenisca
2632,176148508.97,37858139.4,47.8,1041994.41,Porfídica,Basalto
2633,274666524.5,28315432.68,38.41,787447.16,Fanerítica,Gabro
2634,299235200.8,27659207.94,37.41,460620.42,Fanerítica,Gabro
2635,218416329.56,27983934.1,38.23,684049.75,Fanerítica,Gabro
2636,203459124.71,24358639.95,48.06,363397.47,Afanítica,Andesita
2637,245679323.75,29455263.29,29.47,832649.8,Fanerítica,Gabro
2638,163217119.99,45675555.8,43.38,129538.72,Intermedia-Gruesa,Granito
2639,77600644.29,3101062.16,45.85,551019.86,Detrítica,Arenisca
2640,184045854.28,50553295.56,56.12,684149.29,Intermedia-Gruesa,Granito
2641,228530818.72,32312361.4,46.28,320254.63,Afanítica,Andesita
2642,245868976.95,26891194.77,49.28,352845.73,Afanítica,Andesita
2643,215181190.3,29673777.96,35.29,774390.72,Fanerítica,Gabro
2644,236372417.08,57619222.92,52.21,490693.17,Intermedia-Gruesa,Granito
2645,257514561.21,25327277.45,44.05,321990.06,Afanítica,Andesita
2646,284410736.26,30618572.07,35.61,116933.08,Fanerítica,Gabro
2647,223361596.46,50256664.04,36.85,199632.01,Intermedia-Gruesa,Granito
2648,74212284.79,48706450.84,62.58,706738.33,Detrítica,Arenisca
2649,195135939.59,31037302.71,52.23,1324004.55,Porfídica,Basalto
2650,162588474.37,57887911.99,49.15,267771.89,Porfídica,Basalto
2651,182502943.6,60875254.21,51.88,545661.64,Porfídica,Basalto
2652,234743793.99,56745425.91,51.46,367470.36,Porfídica,Basalto
2653,181489420.45,24565287.32,53.13,862337.78,Porfídica,Basalto
2654,105356854.98,19253933.39,45.4,182346.24,Detrítica,Arenisca
2655,201620798.66,19010777.72,44.82,193371.31,Intermedia-Gruesa,Granito
2656,39169980.37,-6243096.18,35.88,790180.35,Detrítica,Arenisca
2657,245788823.25,31523540.55,38.2,233646.63,Fanerítica,Gabro
2658,187201082.22,103089111.43,48.71,705577.35,Porfídica,Basalto
2659,178865626.76,5457625.73,54.61,342352.17,Porfídica,Basalto
2660,292979930.46,31376009.05,39.91,156044.49,Fanerítica,Gabro
2661,244491504.27,29905309.54,34.89,405027.86,Fanerítica,Gabro
2662,193780322.73,46677381.25,60.15,563712.02,Porfídica,Basalto
2663,149184264.57,52516990.51,50.72,780839.1,Intermedia-Gruesa,Granito
2664,183896193.9,27044139.99,55.83,556378.27,Intermedia-Gruesa,Granito
2665,320152722.98,33350216.61,30.7,330687.17,Afanítica,Andesita
2666,278057877.18,30551734.28,36.1,697196.04,Fanerítica,Gabro
2667,222104019.77,28569218.78,32.03,198548.05,Fanerítica,Gabro
2668,237160994.22,23055623.94,52.8,450185.84,Intermedia-Gruesa,Granito
2669,221986390.08,24310602.2,50.13,421866.41,Porfídica,Basalto
2670,24240743.08,45199773.55,27.33,-5760.67,Detrítica,Arenisca
2671,279794662.24,36383292.89,37.28,382982.22,Afanítica,Andesita
2672,152139641.81,23642643.71,55.25,645811.47,Porfídica,Basalto
2673,197333514.27,65358309.66,53.69,489917.09,Intermedia-Gruesa,Granito
2674,276347801.3,38222694.67,50.5,503420.08,Intermedia-Gruesa,Granito
2675,162245726.8,49018834.11,53.44,554070.11,Porfídica,Basalto
2676,150579257.54,42743381.92,46.93,679238.31,Porfídica,Basalto
2677,142766526.81,-1466260.17,38.54,358447.87,Detrítica,Arenisca
2678,145681637.43,30636347.19,35.02,915494.88,Fanerítica,Gabro
2679,143286697.34,-11877891.45,39.87,401000.49,Detrítica,Arenisca
2680,193030897.42,25176327.65,46.3,309256.74,Afanítica,Andesita
2681,157901380.59,27575745.82,56.48,836954.19,Porfídica,Basalto
2682,221807361.66,37229470.37,41.31,223326.15,Intermedia-Gruesa,Granito
2683,170629570.63,43850931.05,56.16,287343.07,Porfídica,Basalto
2684,114735097.61,-2467695.65,41.49,179254.66,Detrítica,Arenisca
2685,328938385.87,31990410.22,48.02,394144.05,Afanítica,Andesita
2686,237506105.2,29522453.63,36.37,411932.12,Fanerítica,Gabro
2687,218088199.8,54407743.39,49.85,1176322.28,Porfídica,Basalto
2688,326439066.67,35460222.94,52.07,393573.87,Afanítica,Andesita
2689,145713541.46,50016408.46,51.94,1007049.11,Porfídica,Basalto
2690,251426068.71,5546590.35,55.33,676390.24,Intermedia-Gruesa,Granito
2691,125379040.27,30411071.5,45.29,662350.65,Detrítica,Arenisca
2692,71927445.1,11663816.2,48.55,465929.12,Detrítica,Arenisca
2693,33282997.53,1409040.64,47.9,167461.97,Detrítica,Arenisca
2694,168343228.31,29684910.09,32.02,596295.64,Fanerítica,Gabro
2695,171416444.71,38197978.46,48.14,263639.02,Intermedia-Gruesa,Granito
2696,266396307.6,33066535.35,50.64,295790.23,Afanítica,Andesita
2697,89988367.22,6035306.48,40.52,274651.15,Detrítica,Arenisca
2698,138078293.08,2955442.73,39.11,-119790.39,Detrítica,Arenisca
2699,207964994.66,27640389.92,51.35,367696.2,Intermedia-Gruesa,Granito
2700,141858419.28,9588361.73,41.98,-158491.12,Detrítica,Arenisca
2701,112561164.15,71260695.85,53.34,602360.33,Porfídica,Basalto
2702,72378181.11,33155310.51,50.14,253298.01,Detrítica,Arenisca
2703,203563431.44,56586132.34,51.25,737624.14,Intermedia-Gruesa,Granito
2704,218853129.41,10038652.23,49.56,318855.16,Intermedia-Gruesa,Granito
2705,155408557.79,53082715.18,53.81,692292.42,Porfídica,Basalto
2706,199753290.7,35886232.66,48.91,371037.44,Intermedia-Gruesa,Granito
2707,150110870.28,37230684.13,53.49,1056052.27,Porfídica,Basalto
2708,227941073.6,29688741.15,37.07,310411.77,Fanerítica,Gabro
2709,255566637.79,30204913.33,38.01,595557.51,Fanerítica,Gabro
2710,257587601.55,14433157.65,38.23,394616.87,Afanítica,Andesita
2711,95579319.58,31748466.97,54.11,382778.94,Porfídica,Basalto
2712,141041488.54,55183233.47,51.62,789645.04,Porfídica,Basalto
2713,213904055.78,40171931.98,37.87,866343.42,Intermedia-Gruesa,Granito
2714,229531793.09,29790734.32,34.67,755374.57,Fanerítica,Gabro
2715,296295650.71,22341460.8,41.51,281674.2,Afanítica,Andesita
2716,222537990.22,29535664.16,35.25,846959.3,Fanerítica,Gabro
2717,181730512.57,21488109.22,48.16,232145.62,Intermedia-Gruesa,Granito
2718,206044293.89,30534044.55,33.97,309793.69,Fanerítica,Gabro
2719,202656238.01,24536529.29,58.17,9303.49,Intermedia-Gruesa,Granito
2720,217989906.86,28850824.12,36.83,114162.72,Fanerítica,Gabro
2721,216860684.52,31514438.72,52.92,552767.65,Intermedia-Gruesa,Granito
2722,193161663.87,31327527.39,40.2,263813.29,Fanerítica,Gabro
2723,219752665.47,86987506.06,50.74,389651.32,Porfídica,Basalto
2724,155534356.97,58099894.9,51.83,861135.42,Porfídica,Basalto
2725,191930701.45,41179068.27,46.21,422212.9,Intermedia-Gruesa,Granito
2726,184650483.62,25110311.69,48.55,675926.07,Intermedia-Gruesa,Granito
2727,407701776.11,25781670.04,45.38,302742.83,Afanítica,Andesita
2728,297931059.19,23051374.07,42.79,354883.16,Afanítica,Andesita
2729,71164394.61,-16945012.45,43.39,76457.43,Detrítica,Arenisca
2730,146290698.79,71434656.6,51.12,1294668.56,Porfídica,Basalto
2731,375904157.59,35935826.42,47.73,326345.94,Afanítica,Andesita
2732,258177220.69,29891275.71,36.07,517859.55,Fanerítica,Gabro
2733,221880314.47,26954965.19,37.92,747626.81,Fanerítica,Gabro
2734,288171686.55,28759100.12,31.41,425027.01,Fanerítica,Gabro
2735,216352627.58,42505930.97,52.11,674753.91,Intermedia-Gruesa,Granito
2736,149682815.54,17414654.62,42.85,17328.04,Detrítica,Arenisca
2737,203978804.83,22302349.97,52.88,983083.94,Porfídica,Basalto
2738,218898532.36,50254663.69,48.39,1015640.62,Porfídica,Basalto
2739,258992184.96,34867798.98,48.28,382305.54,Afanítica,Andesita
2740,256707145.47,49231509.0,53.42,549203.17,Intermedia-Gruesa,Granito
2741,205621217.94,29642992.76,51.47,1055951.67,Porfídica,Basalto
2742,172253331.18,57915526.37,54.46,896615.41,Porfídica,Basalto
2743,249232521.17,29403948.25,33.92,422755.91,Fanerítica,Gabro
2744,208277709.46,27600577.45,47.52,308683.2,Afanítica,Andesita
2745,84334753.97,23468671.85,48.52,228178.46,Detrítica,Arenisca
2746,253207174.4,73603502.68,41.84,517684.93,Intermedia-Gruesa,Granito
2747,247932711.84,29648262.02,33.27,838650.29,Fanerítica,Gabro
2748,206853322.97,28487265.36,35.63,434548.32,Fanerítica,Gabro
2749,222369478.51,42288770.51,50.5,896625.23,Porfídica,Basalto
2750,297331859.7,29776117.58,36.45,83640.14,Fanerítica,Gabro
2751,39746674.83,27052440.34,27.96,177777.41,Detrítica,Arenisca
2752,273065341.02,29528582.11,35.92,316013.25,Fanerítica,Gabro
2753,206148389.82,36683524.52,54.4,1258203.85,Porfídica,Basalto
2754,204413264.38,17786173.09,39.66,550706.51,Intermedia-Gruesa,Granito
2755,167033982.47,36736735.39,46.05,367508.58,Afanítica,Andesita
2756,172605427.03,16103953.46,50.36,335083.62,Afanítica,Andesita
2757,292662190.93,21970052.16,38.65,353941.46,Afanítica,Andesita
2758,317001083.18,23963439.59,51.71,336652.71,Afanítica,Andesita
2759,273495536.37,32346650.67,46.57,413558.65,Afanítica,Andesita
2760,133192493.08,26888586.14,41.16,483298.59,Detrítica,Arenisca
2761,178101346.08,28248836.58,44.75,709319.91,Porfídica,Basalto
2762,208161320.33,46709208.26,49.2,814601.03,Porfídica,Basalto
2763,39129775.59,9106953.94,58.68,332106.91,Detrítica,Arenisca
2764,221631794.46,27486673.96,57.32,853491.0,Intermedia-Gruesa,Granito
2765,127761734.54,9551346.32,41.01,222919.94,Detrítica,Arenisca
2766,122530941.39,15903546.32,44.89,686075.74,Detrítica,Arenisca
2767,236576467.23,30226501.79,34.18,472106.84,Fanerítica,Gabro
2768,200394705.82,25019916.52,42.47,390639.67,Afanítica,Andesita
2769,297910242.81,29682927.31,33.91,-31756.51,Fanerítica,Gabro
2770,183481877.26,7976633.1,53.64,974463.95,Intermedia-Gruesa,Granito
2771,229680659.71,45762143.39,52.45,-13999.57,Intermedia-Gruesa,Granito
2772,359340820.24,30277894.58,39.56,381533.65,Afanítica,Andesita
2773,124563703.37,16612655.53,49.72,347046.71,Porfídica,Basalto
2774,155183279.36,-5481050.09,54.09,448438.71,Porfídica,Basalto
2775,111458113.42,7130320.62,31.94,465732.92,Detrítica,Arenisca
2776,201684752.29,50706304.68,54.52,420750.17,Intermedia-Gruesa,Granito
2777,218078542.3,30489988.79,47.41,361688.09,Afanítica,Andesita
2778,91401080.72,31919717.15,38.05,189273.02,Detrítica,Arenisca
2779,138949806.24,86082902.75,53.95,804777.14,Porfídica,Basalto
2780,220066994.57,25459344.6,44.05,292906.12,Afanítica,Andesita
2781,111873838.62,5276623.6,30.22,397833.36,Detrítica,Arenisca
2782,205097617.78,5944053.62,57.88,1429342.78,Porfídica,Basalto
2783,90044214.14,34897481.79,43.92,881430.93,Detrítica,Arenisca
2784,149182153.2,36737157.5,37.68,388096.57,Detrítica,Arenisca
2785,60120257.22,20012435.3,39.99,59926.13,Detrítica,Arenisca
2786,212973937.25,31160627.58,32.28,228065.87,Fanerítica,Gabro
2787,89396898.13,15355466.57,28.05,-25025.34,Detrítica,Arenisca
2788,291114307.68,33385289.26,38.65,362623.6,Afanítica,Andesita
2789,237224234.13,37066569.29,38.39,301041.76,Afanítica,Andesita
2790,104286762.04,31061794.55,41.34,-303000.14,Detrítica,Arenisca
2791,210144025.67,658993.83,50.21,207368.08,Intermedia-Gruesa,Granito
2792,81014810.83,49654863.67,41.55,804937.32,Detrítica,Arenisca
2793,264868049.95,28709967.61,46.37,370988.78,Afanítica,Andesita
2794,306664275.74,27640584.2,55.19,304737.82,Afanítica,Andesita
2795,145437839.88,9569344.51,16.98,327098.8,Detrítica,Arenisca
2796,123142907.83,37790936.06,54.62,201461.89,Porfídica,Basalto
2797,158170837.94,55666639.6,62.36,652714.65,Intermedia-Gruesa,Granito
2798,200621513.58,24399218.42,50.67,88099.91,Porfídica,Basalto
2799,184066310.5,-235689.48,53.23,841889.53,Intermedia-Gruesa,Granito
2800,167971254.98,49575397.57,55.02,372553.41,Porfídica,Basalto
2801,302184979.07,28469057.69,34.77,22565.76,Fanerítica,Gabro
2802,199070241.56,53362747.69,44.79,647811.38,Porfídica,Basalto
2803,212105517.3,30426560.09,36.96,327188.32,Afanítica,Andesita
2804,189611810.07,33644766.02,49.38,34907.52,Porfídica,Basalto
2805,267366571.1,34298032.75,42.46,281687.47,Afanítica,Andesita
2806,217650152.97,32592211.6,39.55,438681.37,Afanítica,Andesita
2807,219546008.77,30140867.73,33.57,446092.93,Fanerítica,Gabro
2808,251289257.78,34122987.77,38.11,386074.2,Afanítica,Andesita
2809,232694538.68,32015617.27,47.79,431365.87,Afanítica,Andesita
2810,259482904.2,29614484.99,52.82,349139.15,Afanítica,Andesita
2811,206553136.9,28645248.77,35.0,433649.77,Fanerítica,Gabro
2812,217374312.57,71445520.39,52.36,761238.05,Porfídica,Basalto
2813,257214211.96,29877624.7,40.38,404173.89,Afanítica,Andesita
2814,212761283.56,35131835.02,44.67,395918.3,Afanítica,Andesita
2815,136143137.83,24637645.23,36.76,395907.06,Afanítica,Andesita
2816,277230435.08,31802732.83,49.48,347480.48,Afanítica,Andesita
2817,281616514.25,25465687.74,45.19,282421.77,Afanítica,Andesita
2818,330517959.39,28705039.11,49.21,311340.65,Afanítica,Andesita
2819,249518079.09,30769310.51,43.26,328976.86,Afanítica,Andesita
2820,302155469.93,30053211.38,29.42,-17792.79,Fanerítica,Gabro
2821,316809441.95,18158658.08,51.15,273651.06,Afanítica,Andesita
2822,337961165.57,30795784.77,33.31,520225.57,Fanerítica,Gabro
2823,213664656.94,26871555.58,47.55,317795.46,Afanítica,Andesita
2824,248172334.26,11196652.79,40.21,337255.34,Afanítica,Andesita
2825,187441734.23,13481602.35,49.89,1016647.16,Porfídica,Basalto
2826,171188570.21,29009345.21,35.7,21735.13,Fanerítica,Gabro
2827,177271679.06,20748511.64,49.81,511812.49,Porfídica,Basalto
2828,153479079.97,21953913.94,42.18,554633.88,Intermedia-Gruesa,Granito
2829,190315120.7,44247408.06,52.02,170528.98,Intermedia-Gruesa,Granito
2830,207371387.18,55150148.3,55.11,485558.17,Porfídica,Basalto
2831,217400431.0,31768757.32,38.51,36199.76,Fanerítica,Gabro
2832,215253671.51,52009123.49,55.73,-13903.29,Porfídica,Basalto
2833,171726155.73,46427638.35,54.09,724793.52,Intermedia-Gruesa,Granito
2834,237418474.72,34827250.1,42.74,431840.87,Afanítica,Andesita
2835,287359398.04,28351190.95,39.38,708277.07,Fanerítica,Gabro
2836,248846824.52,28796141.72,35.22,174270.33,Fanerítica,Gabro
2837,256518059.8,27459188.91,42.76,288096.14,Afanítica,Andesita
2838,88058555.56,45129768.46,57.15,231464.82,Detrítica,Arenisca
2839,222209569.6,42393509.16,49.83,969620.65,Intermedia-Gruesa,Granito
2840,256674041.68,30598101.66,35.7,591503.44,Fanerítica,Gabro
2841,201693252.38,16595878.17,53.35,781007.26,Intermedia-Gruesa,Granito
2842,156446202.39,70650150.24,52.61,462421.33,Porfídica,Basalto
2843,224276652.95,21838503.88,37.58,395140.54,Afanítica,Andesita
2844,170700729.2,54043629.34,51.4,379946.76,Intermedia-Gruesa,Granito
2845,209614974.45,30124903.51,51.7,1053420.51,Porfídica,Basalto
2846,233349669.63,20524335.55,51.08,604950.84,Intermedia-Gruesa,Granito
2847,178341021.3,33104948.42,55.75,324738.69,Afanítica,Andesita
2848,230608835.63,56874128.21,49.05,326592.76,Porfídica,Basalto
2849,92435244.32,23077848.24,59.95,611603.83,Detrítica,Arenisca
2850,181277269.42,37435018.79,50.89,509121.03,Intermedia-Gruesa,Granito
2851,225032179.08,29755220.01,43.87,339099.38,Afanítica,Andesita
2852,26807357.25,29443931.64,22.29,-441858.53,Detrítica,Arenisca
2853,205010953.77,30755596.75,32.47,631659.34,Fanerítica,Gabro
2854,305187955.11,29458336.55,36.27,-22687.11,Fanerítica,Gabro
2855,205513214.72,31576638.02,40.04,288081.15,Fanerítica,Gabro
2856,283696757.47,31172922.47,31.32,605952.12,Fanerítica,Gabro
2857,234861114.61,77065956.9,53.57,421694.41,Porfídica,Basalto
2858,91190208.86,25167196.1,50.13,-108661.64,Detrítica,Arenisca
2859,252218984.71,30027286.14,36.44,628722.28,Fanerítica,Gabro
2860,212013690.95,26476182.89,50.21,336850.94,Afanítica,Andesita
2861,174438953.06,35575052.41,58.1,351884.81,Intermedia-Gruesa,Granito
2862,376444424.63,36312239.79,45.97,308754.64,Afanítica,Andesita
2863,240424170.02,30280398.3,33.71,219309.83,Fanerítica,Gabro
2864,250214810.87,28311415.78,33.89,619719.24,Fanerítica,Gabro
2865,91559959.41,25110348.98,56.54,256225.21,Detrítica,Arenisca
2866,179982521.11,44466075.49,45.34,960022.41,Porfídica,Basalto
2867,233524068.75,30442611.3,34.16,256663.43,Fanerítica,Gabro
2868,257895623.19,30715284.22,34.99,30326.79,Fanerítica,Gabro
2869,273104464.0,30851008.35,32.11,680877.2,Fanerítica,Gabro
2870,169729699.0,27743422.04,52.14,-211260.38,Porfídica,Basalto
2871,238066239.77,74955050.49,51.51,594229.65,Porfídica,Basalto
2872,307000701.04,26076552.26,49.08,347332.49,Afanítica,Andesita
2873,280751017.92,28679786.45,42.88,373220.86,Afanítica,Andesita
2874,285027089.52,35854696.65,44.31,427864.01,Afanítica,Andesita
2875,132655755.98,21060681.24,52.43,424778.05,Afanítica,Andesita
2876,208664976.88,32248907.76,29.66,78925.73,Fanerítica,Gabro
2877,186043273.16,44743412.17,55.08,788935.29,Intermedia-Gruesa,Granito
2878,255436345.49,29800210.3,55.05,505807.21,Intermedia-Gruesa,Granito
2879,285823326.6,27007279.55,43.06,396583.09,Afanítica,Andesita
2880,78829742.07,32556339.27,37.01,296037.84,Detrítica,Arenisca
2881,194753612.93,70824518.01,52.13,1020478.6,Porfídica,Basalto
2882,182495550.75,29672844.57,40.84,-353724.63,Fanerítica,Gabro
2883,256762416.45,30821387.43,45.79,391578.15,Afanítica,Andesita
2884,238421871.02,9684412.99,50.22,184848.08,Intermedia-Gruesa,Granito
2885,243410927.88,30157104.44,31.68,363181.7,Fanerítica,Gabro
2886,275185128.51,18146633.16,41.18,383882.95,Afanítica,Andesita
2887,191978112.4,2223751.77,50.23,725689.44,Porfídica,Basalto
2888,196033330.15,40340379.23,50.94,467370.09,Intermedia-Gruesa,Granito
2889,175178345.93,32686958.85,50.78,1209555.38,Porfídica,Basalto
2890,186122781.78,54151667.96,52.17,614591.32,Porfídica,Basalto
2891,93486257.12,51401865.33,22.01,843022.02,Detrítica,Arenisca
2892,85495808.75,53388733.15,40.93,243982.72,Detrítica,Arenisca
2893,69928734.59,20024176.72,33.59,385766.98,Detrítica,Arenisca
2894,236418371.9,31229297.24,34.97,91162.32,Fanerítica,Gabro
2895,307153581.24,29826769.54,28.22,689552.19,Fanerítica,Gabro
2896,265700115.09,31754137.21,48.05,316332.36,Afanítica,Andesita
2897,226777147.47,28784059.86,32.79,136375.07,Fanerítica,Gabro
2898,270869987.2,30135931.91,50.17,358148.5,Afanítica,Andesita
2899,144998204.85,24222124.96,43.4,97222.31,Detrítica,Arenisca
2900,251765449.39,30772758.86,30.35,512553.63,Fanerítica,Gabro
2901,239327400.63,28427200.62,36.22,266083.95,Fanerítica,Gabro
2902,236307880.98,30769108.0,32.93,481571.06,Fanerítica,Gabro
2903,159319569.1,12798828.78,51.43,-106194.82,Intermedia-Gruesa,Granito
2904,14702078.55,41459446.74,51.76,680034.88,Detrítica,Arenisca
2905,163832809.35,28827221.74,33.2,573790.87,Fanerítica,Gabro
2906,192755529.88,39289091.07,48.86,830314.92,Porfídica,Basalto
2907,248644070.05,30730240.71,36.02,295201.16,Fanerítica,Gabro
2908,200630095.53,29024664.26,37.4,521127.73,Fanerítica,Gabro
2909,186320967.02,36565701.88,53.67,1035392.92,Porfídica,Basalto
2910,198529050.08,36610091.87,52.89,927850.76,Intermedia-Gruesa,Granito
2911,172363152.5,46449319.86,50.7,768244.27,Porfídica,Basalto
2912,185093436.75,36305591.57,52.53,161533.22,Intermedia-Gruesa,Granito
2913,79856766.17,22723973.63,28.84,211954.89,Detrítica,Arenisca
2914,190148905.39,29416502.42,37.57,268588.87,Fanerítica,Gabro
2915,61238618.23,12760906.2,14.83,326554.72,Detrítica,Arenisca
2916,187960630.93,27776408.7,52.22,721102.44,Intermedia-Gruesa,Granito
2917,195945950.22,-13536423.6,42.61,719265.78,Intermedia-Gruesa,Granito
2918,159204953.82,10701234.68,55.78,984893.63,Intermedia-Gruesa,Granito
2919,197780430.45,55524809.94,53.17,879047.97,Porfídica,Basalto
2920,158418449.86,112940435.8,55.27,432278.16,Porfídica,Basalto
2921,306044368.38,29801684.01,32.74,563165.3,Fanerítica,Gabro
2922,176649024.36,25126567.02,46.54,390464.89,Intermedia-Gruesa,Granito
2923,289769060.9,31825495.16,35.3,525782.42,Fanerítica,Gabro
2924,194345991.27,27014939.97,51.85,84409.23,Intermedia-Gruesa,Granito
2925,220256709.99,31428131.39,34.07,866655.81,Fanerítica,Gabro
2926,215328647.8,30044508.07,31.78,347344.58,Fanerítica,Gabro
2927,248940837.9,31170124.42,30.91,415713.54,Fanerítica,Gabro
2928,245452380.36,30008659.24,45.64,311697.46,Afanítica,Andesita
2929,177704495.01,51497021.55,51.69,783579.02,Porfídica,Basalto
2930,177736311.39,71996032.84,56.04,833680.15,Porfídica,Basalto
2931,131394738.28,4925323.74,54.41,157964.93,Porfídica,Basalto
2932,195408173.96,37913087.77,49.09,510775.11,Intermedia-Gruesa,Granito
2933,247291721.36,30740491.49,32.58,420938.54,Fanerítica,Gabro
2934,127735269.38,4286282.54,42.06,534535.58,Detrítica,Arenisca
2935,276452844.69,29271089.06,42.94,430082.67,Afanítica,Andesita
2936,118600238.16,13025763.42,45.64,195456.5,Detrítica,Arenisca
2937,268262257.77,26441955.08,36.3,426811.69,Afanítica,Andesita
2938,188025873.23,28584922.26,60.4,523101.55,Intermedia-Gruesa,Granito
2939,309321823.4,31752845.61,30.17,459559.14,Fanerítica,Gabro
2940,221880993.87,36162936.86,48.75,735756.52,Intermedia-Gruesa,Granito
2941,265751611.58,29366455.3,43.81,310525.81,Afanítica,Andesita
2942,105169245.41,36714372.82,20.54,402245.22,Detrítica,Arenisca
2943,251704028.31,31161270.75,37.26,459468.36,Fanerítica,Gabro
2944,260144915.71,30938925.25,31.69,-102412.37,Fanerítica,Gabro
2945,272255799.79,30004379.37,35.09,-3676.39,Fanerítica,Gabro
2946,158727063.01,63237565.08,52.8,584975.3,Porfídica,Basalto
