,Compresión Simple (Pa),Cohesión (Pa),Ángulo de Fricción (Grados),Textura,Nombre,Módulo de Poisson(Pa),Resistividad,Susceptibilidad(X10⁶)
24267,224653610.32,43197002.88,46.17,Intermedia-Gruesa,Granito,0.16,408405.83,95.49
24268,196288274.67,35361901.51,34.54, foliada,Gneiss,0.23,1068729.83,511.5
24269,195477585.38,45868899.58,32.9, foliada,Gneiss,0.37,187510.78,483.98
24270,266700206.67,30272198.05,29.99,Fanerítica,Gabro,0.18,373641.12,765.76
24271,195123210.3,47752837.12,49.63,Intermedia-Gruesa,Granito,0.25,376200.06,140.01
24272,202210556.45,65381419.57,58.23,Intermedia-Gruesa,Granito,0.21,593533.15,95.28
24273,280284146.56,29368880.03,35.66,Fanerítica,Gabro,0.19,382045.33,1056.24
24274,220522914.03,44257836.49,31.18, foliada,Gneiss,0.19,386068.7,367.7
24275,176856302.28,13679333.98,37.95, foliada,Gneiss,0.16,375331.58,200.25
24276,160013207.79,13994672.95,31.46, foliada,Gneiss,0.11,873595.33,349.95
24277,183276107.37,37380111.57,37.89, foliada,Gneiss,0.08,446878.66,331.05
24278,213092242.13,31250596.94,32.76,Fanerítica,Gabro,0.18,755167.9,599.38
24279,73125556.2,9321778.5,35.97,Detrítica,Arenisca,0.37,6822.02,269.61
24280,254650359.74,28910620.99,37.12,Fanerítica,Gabro,0.11,1273611.51,811.78
24281,176225453.67,6250803.19,30.81, foliada,Gneiss,0.01,785011.62,194.26
24282,213831112.15,30069887.89,31.38,Fanerítica,Gabro,0.11,557364.02,781.45
24283,246106693.25,55258291.47,38.93,Intermedia-Gruesa,Granito,0.26,922548.9,10.18
24284,194491589.91,15191384.4,52.35,Intermedia-Gruesa,Granito,0.11,443012.96,82.42
24285,186516807.01,39053443.7,57.02,Porfídica,Basalto,0.3,541459.24,44851.54
24286,196924276.62,36720621.08,52.64,Intermedia-Gruesa,Granito,0.61,597622.93,111.68
24287,173749142.15,12295896.53,30.2, foliada,Gneiss,0.09,430983.63,393.54
24288,215557127.31,31352352.83,28.73,Fanerítica,Gabro,0.18,216396.62,799.72
24289,78936724.79,-10668403.55,42.29,Detrítica,Arenisca,0.45,4663.99,509.9
24290,201408196.35,43664390.95,35.59, foliada,Gneiss,0.11,260349.38,6.53
24291,204999068.36,28346643.51,35.23, foliada,Gneiss,0.17,264508.5,279.02
24292,307835183.52,24264272.32,45.0,Afanítica,Andesita,0.29,7596980.85,28115.6
24293,206452594.55,38529025.37,50.91,Porfídica,Basalto,0.27,555173.32,43342.75
24294,143565129.32,17846631.64,35.58, foliada,Gneiss,0.17,58180.78,56.64
24295,272785835.15,31768989.84,40.17,Intermedia-Gruesa,Granito,0.12,390224.86,124.26
24296,270750015.17,30762217.56,33.67,Fanerítica,Gabro,0.17,653283.14,712.89
24297,169829613.93,36067511.12,53.49,Porfídica,Basalto,0.34,641347.73,34431.21
24298,167950104.36,18207679.34,32.75, foliada,Gneiss,0.04,437926.31,338.0
24299,168903206.22,44272890.62,54.5,Porfídica,Basalto,0.15,1012929.02,40248.19
24300,254749924.32,29441461.93,40.71,Fanerítica,Gabro,0.21,612642.02,654.68
24301,156722703.05,22738872.52,48.23,Detrítica,Arenisca,0.26,1057.6,181.24
24302,206813493.33,25484890.14,51.13,Intermedia-Gruesa,Granito,0.17,640820.17,17.76
24303,190011521.66,35743084.8,55.58,Porfídica,Basalto,0.3,632817.61,44649.97
24304,192110136.37,48170504.14,50.55,Porfídica,Basalto,0.19,880027.48,37409.16
24305,233507654.31,29740449.83,32.28,Fanerítica,Gabro,0.11,200995.07,946.48
24306,181496838.67,29757214.31,37.93, foliada,Gneiss,0.21,643504.38,30.14
24307,99257609.74,47724356.6,57.92,Detrítica,Arenisca,0.28,3135.7,109.87
24308,198076421.3,30147017.11,32.31,Fanerítica,Gabro,0.13,201061.38,1055.53
24309,228383773.59,26114440.83,47.49,Intermedia-Gruesa,Granito,0.15,627734.02,176.75
24310,155410997.35,20615126.24,49.08,Intermedia-Gruesa,Granito,0.24,913246.38,63.87
24311,167359764.51,31657646.82,43.18,Detrítica,Arenisca,0.15,8028.65,505.72
24312,220056482.18,29639920.03,36.1,Fanerítica,Gabro,0.17,773843.98,621.68
24313,287564178.4,23801093.59,39.78,Afanítica,Andesita,0.27,3698197.45,19622.33
24314,217869735.44,29103083.53,33.63,Fanerítica,Gabro,0.09,346214.69,1279.75
24315,182637908.26,40001498.49,28.76, foliada,Gneiss,0.17,1041229.24,257.67
24316,177432610.27,9397716.27,61.29,Intermedia-Gruesa,Granito,0.04,707870.7,68.76
24317,166968815.22,23918262.02,33.63, foliada,Gneiss,0.06,963589.52,121.6
24318,150687455.34,31683057.27,34.9,Intermedia-Gruesa,Granito,0.26,551553.65,105.0
24319,156578783.5,29999606.15,42.36, foliada,Gneiss,0.14,998716.04,370.86
24320,221833661.65,20517701.49,47.54,Porfídica,Basalto,0.3,641419.77,28326.8
24321,201752250.81,28925517.49,34.22,Fanerítica,Gabro,0.15,1041415.55,456.49
24322,227525871.31,41456637.59,43.71,Intermedia-Gruesa,Granito,0.41,456104.18,30.12
24323,181828010.87,41070127.72,28.83, foliada,Gneiss,0.35,376840.01,153.56
24324,214104383.78,30612838.33,42.37,Fanerítica,Gabro,0.18,380021.61,982.91
24325,245094266.47,31319315.54,40.33,Fanerítica,Gabro,0.09,562697.57,1010.13
24326,230118774.6,62570825.33,48.69,Intermedia-Gruesa,Granito,0.11,586332.85,31.97
24327,192513064.45,67651776.16,50.3,Porfídica,Basalto,0.14,691393.67,33509.41
24328,177829868.1,7688270.48,48.02,Intermedia-Gruesa,Granito,0.47,296402.85,89.02
24329,170507026.0,50464316.08,48.94,Porfídica,Basalto,0.35,1042199.8,28145.41
24330,259740060.39,30183540.53,36.13,Fanerítica,Gabro,0.15,118954.95,726.34
24331,250341649.33,23319836.86,41.8,Afanítica,Andesita,0.2,4336886.31,18681.05
24332,215749120.99,24413183.9,60.69,Intermedia-Gruesa,Granito,0.24,38786.09,44.39
24333,294347829.09,30262861.83,29.87,Fanerítica,Gabro,0.12,341442.46,817.37
24334,219098003.23,40091821.9,52.49,Intermedia-Gruesa,Granito,0.34,849022.34,44.81
24335,158649502.2,45187245.21,59.67,Intermedia-Gruesa,Granito,0.18,664024.24,35.62
24336,179097572.87,29029443.96,36.34, foliada,Gneiss,0.17,557356.11,591.82
24337,215523842.89,44462664.41,44.84,Intermedia-Gruesa,Granito,0.35,369491.32,18.74
24338,224142395.64,32345330.97,54.34,Intermedia-Gruesa,Granito,0.21,467382.32,34.2
24339,187185837.68,28083945.05,39.88,Afanítica,Andesita,0.23,4406616.32,20762.83
24340,180973376.72,35585925.76,30.66, foliada,Gneiss,0.42,107990.93,51.29
24341,171041516.01,22265178.46,51.07,Porfídica,Basalto,0.31,416373.29,43736.58
24342,97772719.46,5647094.26,43.64,Detrítica,Arenisca,0.14,1869.84,265.11
24343,157233838.76,50654994.99,49.2,Porfídica,Basalto,0.23,224358.43,45634.63
24344,318121012.5,29119561.75,35.64,Fanerítica,Gabro,0.21,499124.96,784.48
24345,178731497.43,38258658.3,52.93,Porfídica,Basalto,0.15,469698.85,20258.93
24346,136927301.57,38024376.82,50.15,Afanítica,Andesita,0.27,6688924.55,27542.71
24347,226731055.75,29881225.17,36.99,Fanerítica,Gabro,0.24,198501.98,1274.72
24348,259644386.22,30248853.91,29.64,Fanerítica,Gabro,0.17,891941.13,927.42
24349,237823328.52,47700533.78,54.41,Intermedia-Gruesa,Granito,0.35,618754.11,63.46
24350,182612957.52,45618958.56,52.54,Intermedia-Gruesa,Granito,0.34,150161.7,92.27
24351,281167720.57,29784884.87,31.37,Fanerítica,Gabro,0.1,1192765.33,1175.5
24352,155488093.42,2658201.55,33.57, foliada,Gneiss,0.32,190215.27,389.75
24353,300067753.53,23004777.93,32.88,Afanítica,Andesita,0.26,6019174.03,26674.26
24354,263835649.29,30208009.46,38.36,Fanerítica,Gabro,0.16,783053.17,978.59
24355,219011634.05,25442163.96,40.2,Afanítica,Andesita,0.29,2109696.69,19739.41
24356,411942814.52,33135560.0,48.06,Afanítica,Andesita,0.3,2374758.81,14128.29
24357,182795461.92,42056688.68,54.63,Intermedia-Gruesa,Granito,0.38,535880.92,87.93
24358,154176174.63,51374524.86,49.83,Porfídica,Basalto,0.22,644251.12,63350.66
24359,66818164.24,22399155.89,39.01,Detrítica,Arenisca,0.02,7871.92,250.84
24360,91359081.57,15183549.01,37.69,Detrítica,Arenisca,0.04,2984.98,185.84
24361,168993179.85,24764131.4,37.15, foliada,Gneiss,0.28,1271602.49,411.37
24362,241491771.99,27317577.6,49.61,Afanítica,Andesita,0.28,7479542.52,18468.0
24363,164866669.35,25987483.06,36.07, foliada,Gneiss,0.23,798876.9,8.09
24364,204103999.49,29800884.66,32.63,Fanerítica,Gabro,0.16,287343.62,1085.1
24365,166202363.17,5215169.82,41.43,Intermedia-Gruesa,Granito,0.66,385883.06,73.05
24366,195624951.42,34384646.71,55.65,Porfídica,Basalto,0.35,291621.68,51322.84
24367,189501622.03,22504748.56,31.55, foliada,Gneiss,0.63,655476.58,313.59
24368,216315926.68,17166099.9,50.68,Intermedia-Gruesa,Granito,0.19,301896.24,29.12
24369,208978267.48,3772134.4,51.48,Intermedia-Gruesa,Granito,0.31,530624.71,110.44
24370,205845448.93,32501083.91,36.83, foliada,Gneiss,0.3,622168.6,102.57
24371,229819969.79,41950519.96,31.2, foliada,Gneiss,0.29,620273.93,66.88
24372,220319470.97,29573098.92,55.64,Intermedia-Gruesa,Granito,0.43,590023.2,6.42
24373,63632861.64,32205087.74,45.96,Detrítica,Arenisca,0.11,4911.46,299.71
24374,105628096.64,3006898.58,28.32,Detrítica,Arenisca,0.08,435.86,414.46
24375,218097583.33,43737497.01,43.23,Intermedia-Gruesa,Granito,0.19,479624.12,59.52
24376,88190874.03,32754886.35,48.98,Detrítica,Arenisca,0.18,1948.02,310.6
24377,193368807.97,11808954.0,30.63, foliada,Gneiss,0.11,691302.63,366.14
24378,177886531.27,31562713.58,32.32,Fanerítica,Gabro,0.11,448403.67,954.39
24379,159894299.73,16086081.19,31.26, foliada,Gneiss,0.15,662717.91,337.43
24380,200212377.68,30403927.36,34.18,Fanerítica,Gabro,0.14,279373.06,792.41
24381,154744479.85,43076913.49,41.65, foliada,Gneiss,0.23,304623.55,382.26
24382,180005860.17,38331028.54,37.01, foliada,Gneiss,0.25,881350.77,302.41
24383,190582118.95,5638843.37,35.39, foliada,Gneiss,0.33,700416.87,101.19
24384,166048187.19,44690520.9,33.38, foliada,Gneiss,0.21,598721.6,417.56
24385,174038583.66,14240147.19,30.79, foliada,Gneiss,0.52,260620.66,208.12
24386,154467419.05,32711372.25,50.07,Porfídica,Basalto,0.33,854689.19,45305.16
24387,203860581.82,25529316.44,26.62, foliada,Gneiss,0.41,79049.77,420.95
24388,289413374.05,30672735.14,37.58,Fanerítica,Gabro,0.07,263317.64,1183.13
24389,201807553.6,24766718.66,57.66,Intermedia-Gruesa,Granito,0.3,11816.76,136.87
24390,189420964.88,34144127.82,52.02,Porfídica,Basalto,0.23,1054584.31,47281.56
24391,160851894.62,30294506.02,60.45,Intermedia-Gruesa,Granito,0.33,170010.58,139.34
24392,231844497.51,30722479.04,34.23,Fanerítica,Gabro,0.11,548503.05,678.06
24393,270606973.05,28898898.58,38.33,Fanerítica,Gabro,0.15,259854.41,997.87
24394,186291016.17,41754770.39,23.95, foliada,Gneiss,0.04,481732.25,204.15
24395,204816313.75,38034425.16,33.48, foliada,Gneiss,0.15,719043.54,306.86
24396,254838954.46,29539719.02,32.16,Fanerítica,Gabro,0.15,253183.57,764.79
24397,130421295.45,25816822.55,61.29,Intermedia-Gruesa,Granito,0.26,181483.26,14.28
24398,167194209.97,12743658.31,26.3, foliada,Gneiss,0.07,268681.44,285.8
24399,132987971.95,19443161.57,50.96,Detrítica,Arenisca,0.11,2118.76,138.08
24400,196745878.88,28587895.03,36.72, foliada,Gneiss,0.55,1341068.65,225.33
24401,214551335.97,29789466.91,32.4,Fanerítica,Gabro,0.13,878712.81,1006.6
24402,190776803.75,65586550.68,55.34,Porfídica,Basalto,0.3,418262.52,36671.26
24403,149536538.5,47269668.44,36.13, foliada,Gneiss,0.3,428410.24,428.26
24404,115687498.62,41425755.94,51.4,Porfídica,Basalto,0.27,210479.87,37132.0
24405,163535794.21,27227805.74,37.19, foliada,Gneiss,0.02,1009883.43,270.2
24406,202505329.19,40874952.0,53.71,Porfídica,Basalto,0.26,739994.47,40148.29
24407,212870353.79,56619438.92,54.1,Porfídica,Basalto,0.36,619757.14,62716.25
24408,200438146.48,29186854.48,37.47,Fanerítica,Gabro,0.18,469424.33,1091.18
24409,162857594.99,38898841.92,38.96, foliada,Gneiss,0.07,1174819.43,419.89
24410,227016228.67,28194304.35,37.06,Fanerítica,Gabro,0.22,138435.44,840.68
24411,242951049.33,30148009.46,38.66,Fanerítica,Gabro,0.18,120983.03,401.9
24412,283169148.99,28763179.76,32.7,Fanerítica,Gabro,0.16,91875.22,883.78
24413,190859144.43,23075054.51,34.88, foliada,Gneiss,0.11,370397.54,356.13
24414,210308014.5,29584318.36,34.09,Fanerítica,Gabro,0.21,219483.26,582.73
24415,320681623.94,17960865.0,43.7,Afanítica,Andesita,0.22,1485238.64,14742.91
24416,203848740.71,43103533.72,54.91,Porfídica,Basalto,0.36,41515.71,25324.01
24417,199349647.61,30059332.93,36.86,Fanerítica,Gabro,0.16,496434.01,949.28
24418,184429400.61,48027626.04,49.84,Intermedia-Gruesa,Granito,0.26,145450.61,61.26
24419,172539206.64,43510041.38,33.86, foliada,Gneiss,0.35,529625.9,297.46
24420,182943244.32,64879662.99,58.75,Intermedia-Gruesa,Granito,0.15,593160.68,91.49
24421,271444544.1,30089606.7,39.34,Fanerítica,Gabro,0.16,1084169.61,944.2
24422,184524492.56,14699762.17,43.3,Intermedia-Gruesa,Granito,0.34,341101.99,23.14
24423,201689468.27,15060484.38,39.78, foliada,Gneiss,0.12,408182.26,5.31
24424,174847787.82,-998049.18,34.31, foliada,Gneiss,0.34,13020.97,45.91
24425,225311052.32,47810893.95,46.95,Porfídica,Basalto,0.19,526726.45,39370.25
24426,179354133.64,27481767.25,27.78, foliada,Gneiss,0.24,252848.07,269.52
24427,242569324.38,18165430.93,60.13,Intermedia-Gruesa,Granito,0.27,1310494.05,38.17
24428,234447110.97,17074432.52,48.32,Intermedia-Gruesa,Granito,0.11,94981.39,66.45
24429,249583739.19,29429322.28,33.61,Fanerítica,Gabro,0.19,531236.46,889.08
24430,229414146.76,24581762.41,53.25,Intermedia-Gruesa,Granito,0.33,183729.42,56.79
24431,252283156.26,30486643.73,32.01,Fanerítica,Gabro,0.16,343392.0,1036.09
24432,259771826.61,30881508.34,36.29,Fanerítica,Gabro,0.17,1107625.29,1106.5
24433,273212161.0,30263932.15,34.01,Fanerítica,Gabro,0.17,786725.25,597.15
24434,181548619.34,11268681.13,51.07,Porfídica,Basalto,0.15,492379.69,36768.55
24435,256613918.58,31549341.94,39.79,Fanerítica,Gabro,0.2,1063199.83,822.73
24436,64390703.77,7486465.82,32.34,Detrítica,Arenisca,0.46,5567.4,86.15
24437,287379563.81,28908865.48,34.88,Fanerítica,Gabro,0.14,652090.66,728.72
24438,163701397.46,40329159.16,54.17,Intermedia-Gruesa,Granito,0.2,434607.21,88.08
24439,205095476.77,31401318.92,32.79,Fanerítica,Gabro,0.18,402489.15,776.81
24440,275494557.57,32367419.6,34.57,Fanerítica,Gabro,0.25,781669.09,1043.5
24441,194406352.45,29106491.72,57.54,Intermedia-Gruesa,Granito,0.26,775272.41,73.88
24442,267592391.74,28752969.05,42.13,Afanítica,Andesita,0.27,5981179.23,22880.58
24443,204791665.45,42198288.58,44.67,Intermedia-Gruesa,Granito,0.11,522234.58,95.51
24444,214341538.15,37791899.56,56.3,Intermedia-Gruesa,Granito,0.39,534661.12,35.83
24445,76561698.92,31679069.81,35.17,Detrítica,Arenisca,0.23,2969.63,215.66
24446,188957536.39,25152579.74,41.0, foliada,Gneiss,0.42,517798.2,63.77
24447,341450700.5,29062343.34,37.8,Fanerítica,Gabro,0.22,433961.34,786.25
24448,192307086.83,25530182.4,50.2,Porfídica,Basalto,0.31,938693.34,36364.96
24449,245445971.5,29228610.63,34.32,Fanerítica,Gabro,0.15,725596.98,765.22
24450,226347170.66,54328185.67,53.86,Intermedia-Gruesa,Granito,0.13,433073.37,86.97
24451,198867318.86,29732611.64,41.35,Fanerítica,Gabro,0.1,200900.62,807.92
24452,164839164.99,24069634.28,26.2, foliada,Gneiss,0.24,1055919.86,437.57
24453,7608932.11,52462314.23,46.47,Detrítica,Arenisca,0.06,4946.32,160.13
24454,194327934.33,40036063.78,36.07, foliada,Gneiss,0.06,356314.89,416.06
24455,294785527.17,29807399.23,37.42,Fanerítica,Gabro,0.19,959321.58,544.06
24456,189396715.36,66957260.91,45.21,Intermedia-Gruesa,Granito,0.04,105349.82,59.83
24457,112774645.83,20435985.71,31.3,Detrítica,Arenisca,0.05,9233.35,203.78
24458,169854212.15,33600466.86,29.35, foliada,Gneiss,0.23,23578.75,120.62
24459,161918451.88,22863426.59,38.06, foliada,Gneiss,0.17,877152.03,248.57
24460,181133549.23,29990014.19,39.5,Intermedia-Gruesa,Granito,0.15,13610.16,43.59
24461,272870087.74,30184069.48,33.65,Fanerítica,Gabro,0.13,359672.92,1004.33
24462,244193378.09,41443906.51,48.84,Intermedia-Gruesa,Granito,0.36,15972.97,80.73
24463,186838631.1,50549004.45,51.97,Porfídica,Basalto,0.44,278304.5,25049.69
24464,210058090.5,40101095.14,44.3, foliada,Gneiss,0.39,311085.84,152.22
24465,273152159.89,30820128.54,37.82,Fanerítica,Gabro,0.21,12494.4,877.48
24466,231850946.94,15538397.95,39.7,Intermedia-Gruesa,Granito,0.29,408773.27,42.41
24467,191369060.85,52175257.09,53.62,Porfídica,Basalto,0.15,11631.9,30837.61
24468,175857373.58,32248005.19,41.64, foliada,Gneiss,0.33,526973.46,158.0
24469,130950646.48,19769891.87,41.71,Detrítica,Arenisca,0.34,795.9,466.55
24470,195307540.87,19403691.84,32.39, foliada,Gneiss,0.45,264081.93,496.89
24471,231178127.71,29992992.14,39.73,Fanerítica,Gabro,0.13,891667.42,668.0
24472,206320277.94,39969697.02,48.3,Intermedia-Gruesa,Granito,0.18,620982.21,78.68
24473,239986853.13,31279076.63,37.48,Fanerítica,Gabro,0.21,349110.27,722.77
24474,197819376.83,36618230.41,54.43,Porfídica,Basalto,0.04,203648.14,47542.42
24475,197293274.26,54761279.69,57.19,Porfídica,Basalto,0.36,262285.16,46146.98
24476,239799012.69,40450485.16,44.26,Intermedia-Gruesa,Granito,0.38,618708.96,92.41
24477,296922712.01,30621075.98,33.78,Fanerítica,Gabro,0.15,470495.1,696.19
24478,227300554.8,43330770.39,55.86,Intermedia-Gruesa,Granito,0.08,936328.32,74.26
24479,193784086.26,37802492.11,35.18, foliada,Gneiss,0.15,487477.2,398.44
24480,194351629.15,46705235.76,53.56,Intermedia-Gruesa,Granito,0.27,764573.48,63.62
24481,184141929.32,28694842.23,35.93,Fanerítica,Gabro,0.18,41070.29,719.93
24482,142441666.63,18061009.81,30.3, foliada,Gneiss,0.34,837005.66,189.57
24483,264137831.56,31031996.37,32.8,Fanerítica,Gabro,0.1,132535.89,901.87
24484,209315412.49,50113481.35,52.31,Porfídica,Basalto,0.24,1155774.6,31135.39
24485,165559856.28,43012125.42,50.23,Intermedia-Gruesa,Granito,0.16,672048.77,89.98
24486,261942125.81,33525809.91,45.9,Afanítica,Andesita,0.29,518514.5,25538.18
24487,188309295.25,33370453.18,28.79, foliada,Gneiss,0.5,542034.4,169.27
24488,218951206.06,31476608.33,31.28,Fanerítica,Gabro,0.2,89258.36,879.78
24489,220564043.99,29273146.63,34.65,Fanerítica,Gabro,0.15,254916.5,780.24
24490,132690148.65,5924193.67,55.22,Detrítica,Arenisca,0.3,4094.9,449.19
24491,149382040.96,12706379.11,35.98, foliada,Gneiss,0.14,657233.08,606.66
24492,355048510.45,28861437.0,40.12,Afanítica,Andesita,0.26,5833522.79,20116.47
24493,177016452.04,46289546.11,55.4,Porfídica,Basalto,0.2,815872.68,29803.15
24494,107338556.37,34244442.7,45.86,Detrítica,Arenisca,0.39,2745.3,293.8
24495,206119640.14,11734058.12,37.96, foliada,Gneiss,0.18,1184603.5,366.29
24496,192104850.27,36975276.58,31.52, foliada,Gneiss,0.14,275587.0,253.1
24497,187698741.77,38528004.17,50.54,Intermedia-Gruesa,Granito,0.06,513738.02,55.68
24498,253591021.75,54491701.19,54.27,Porfídica,Basalto,0.14,216536.17,33724.91
24499,227265168.65,56027700.98,54.76,Porfídica,Basalto,0.28,606478.26,35167.86
24500,215470448.42,9715172.43,56.7,Intermedia-Gruesa,Granito,0.24,358029.86,55.11
24501,332695856.21,26761762.75,41.46,Afanítica,Andesita,0.25,6210849.41,22767.47
24502,180072568.87,44531822.06,33.55, foliada,Gneiss,0.04,400494.3,63.61
24503,281025846.92,43945036.43,47.23,Afanítica,Andesita,0.33,9877781.44,23930.01
24504,143225690.64,19639958.77,53.38,Porfídica,Basalto,0.13,165725.59,34103.45
24505,170030062.08,30592018.18,32.38,Fanerítica,Gabro,0.21,1124636.71,722.12
24506,75926093.08,35748041.95,23.67,Detrítica,Arenisca,0.17,6061.27,418.53
24507,284915835.56,21047156.44,41.57,Afanítica,Andesita,0.21,8262801.35,20903.7
24508,261919923.98,30853108.91,41.79,Fanerítica,Gabro,0.11,197614.34,962.41
24509,235902615.53,29721266.92,36.91,Fanerítica,Gabro,0.11,363537.35,839.69
24510,161972330.42,15960137.06,50.95,Porfídica,Basalto,0.23,457748.55,31554.67
24511,156215731.58,-12118945.87,51.52,Porfídica,Basalto,0.25,382587.62,40348.2
24512,203433299.45,13910015.91,52.66,Intermedia-Gruesa,Granito,0.22,448471.57,75.29
24513,206641413.73,55947582.1,40.93,Intermedia-Gruesa,Granito,0.04,620287.87,91.03
24514,77836518.54,3445589.51,49.16,Detrítica,Arenisca,0.47,8826.29,324.21
24515,214114074.09,13843649.32,54.59,Porfídica,Basalto,0.22,131761.99,23343.74
24516,161091501.3,27934038.36,41.58, foliada,Gneiss,0.71,806864.98,50.16
24517,145491211.91,12302063.87,30.14, foliada,Gneiss,0.41,643518.71,277.5
24518,173196923.69,29783440.24,37.79,Fanerítica,Gabro,0.2,162228.46,817.92
24519,261820494.42,-13086129.86,50.91,Intermedia-Gruesa,Granito,0.19,501734.59,64.45
24520,175344351.56,27827675.11,40.5,Intermedia-Gruesa,Granito,0.41,703449.45,115.29
24521,94446470.25,33022166.52,43.69,Detrítica,Arenisca,0.34,1107.49,385.2
24522,198240063.04,43700455.47,54.27,Porfídica,Basalto,0.32,145114.71,41906.67
24523,238808203.13,42617401.69,50.46,Porfídica,Basalto,0.41,650059.22,37245.77
24524,206601408.85,34970475.98,42.39, foliada,Gneiss,0.27,161311.25,420.5
24525,148944920.4,85836988.5,46.13,Porfídica,Basalto,0.13,86905.32,39683.62
24526,185327758.42,42160192.52,40.3, foliada,Gneiss,0.47,458388.82,314.0
24527,172205751.86,50226623.57,46.12,Porfídica,Basalto,0.38,589816.28,51255.65
24528,271651398.91,28392293.55,38.93,Fanerítica,Gabro,0.18,317846.71,779.49
24529,151528927.4,61138519.96,53.1,Porfídica,Basalto,0.34,451303.85,47942.62
24530,275098018.92,30028550.48,32.18,Fanerítica,Gabro,0.19,353206.13,656.12
24531,261982670.87,30581769.13,35.3,Fanerítica,Gabro,0.06,1034821.28,724.66
24532,149821788.87,42845011.35,31.45, foliada,Gneiss,0.01,555267.58,36.43
24533,161966510.63,36175495.57,53.73,Porfídica,Basalto,0.33,1107198.71,65002.69
24534,223045355.59,48751885.29,56.35,Porfídica,Basalto,0.3,550528.5,37417.79
24535,270083258.51,29773156.17,34.43,Fanerítica,Gabro,0.07,541179.49,773.24
24536,166791155.06,80281829.26,55.48,Porfídica,Basalto,0.25,6342.75,51982.21
24537,41475766.62,20774725.84,41.18,Detrítica,Arenisca,0.07,10608.73,312.7
24538,255861120.53,18502092.05,41.05,Afanítica,Andesita,0.28,1365588.19,15654.22
24539,262310045.87,31210302.71,35.37,Fanerítica,Gabro,0.11,293036.41,1083.06
24540,249631075.23,30144142.85,32.09,Fanerítica,Gabro,0.1,121593.84,1053.02
24541,232745324.45,32414834.25,55.84,Intermedia-Gruesa,Granito,0.19,610376.0,150.01
24542,195934255.26,19423206.92,39.61, foliada,Gneiss,0.17,187171.07,87.61
24543,79070303.88,17355956.41,49.01,Detrítica,Arenisca,0.23,8754.38,264.88
24544,176864234.55,32625462.64,33.08, foliada,Gneiss,0.24,231724.56,284.44
24545,167267082.34,17430484.1,39.35, foliada,Gneiss,0.1,229761.58,466.73
24546,211867478.06,30557361.35,33.17,Fanerítica,Gabro,0.23,543439.24,682.19
24547,168414616.17,33510872.14,29.51, foliada,Gneiss,0.53,168928.76,415.7
24548,192638902.29,45570893.41,47.2,Porfídica,Basalto,0.29,696282.89,41176.47
24549,211545680.95,19248773.89,48.74,Porfídica,Basalto,0.34,490992.55,22793.23
24550,154033353.54,50092577.09,56.2,Intermedia-Gruesa,Granito,0.16,426948.08,75.41
24551,267206586.32,29947077.35,27.15,Fanerítica,Gabro,0.2,963605.35,977.98
24552,264522252.5,30456015.06,51.2,Afanítica,Andesita,0.25,3591474.74,18093.36
24553,297494680.54,30383414.35,36.57,Fanerítica,Gabro,0.12,827426.94,757.2
24554,233577153.45,29545424.85,34.36,Fanerítica,Gabro,0.07,755165.48,717.49
24555,139670231.8,26351711.3,44.14,Detrítica,Arenisca,0.17,4654.78,316.09
24556,187864774.7,30157028.44,36.97,Fanerítica,Gabro,0.19,466176.88,748.15
24557,206346845.45,-9900540.63,52.16,Intermedia-Gruesa,Granito,0.15,874842.33,81.47
24558,189186740.41,16083054.84,42.77, foliada,Gneiss,0.3,783793.75,235.35
24559,98649688.9,16891883.16,21.81,Detrítica,Arenisca,0.08,2766.88,385.8
24560,312784946.69,30595092.85,38.1,Fanerítica,Gabro,0.11,992725.03,604.16
24561,219147118.71,29327707.29,35.89,Fanerítica,Gabro,0.15,697041.57,1031.97
24562,88219584.9,68371739.82,43.04,Detrítica,Arenisca,0.02,2956.2,262.52
24563,139739582.95,35562335.76,29.48,Detrítica,Arenisca,0.1,4425.71,326.95
24564,324426060.66,21668841.56,53.49,Afanítica,Andesita,0.29,3824059.92,18417.61
24565,178172927.03,16991373.53,31.74, foliada,Gneiss,0.12,600390.6,408.78
24566,174962915.8,30716723.33,37.3,Fanerítica,Gabro,0.15,210674.98,539.94
24567,260870027.73,30001007.36,33.93,Fanerítica,Gabro,0.16,681558.43,1392.19
24568,213572769.53,28599766.1,55.69,Porfídica,Basalto,0.08,284086.29,45579.71
24569,161800160.66,10398029.37,56.71,Intermedia-Gruesa,Granito,0.32,642448.59,70.19
24570,327384768.13,31421785.73,50.36,Afanítica,Andesita,0.32,8873287.57,17714.53
24571,260661341.66,20263152.55,41.27,Afanítica,Andesita,0.21,6874290.26,26842.84
24572,95795251.29,8188489.62,34.67,Detrítica,Arenisca,0.1,1203.38,502.31
24573,222200743.14,13744924.55,52.1,Intermedia-Gruesa,Granito,0.14,488811.34,110.68
24574,168628379.1,14377808.11,42.79, foliada,Gneiss,0.28,625398.71,256.06
24575,255827749.43,29830582.39,39.18,Fanerítica,Gabro,0.15,256167.83,1237.64
24576,188330658.17,31490338.94,60.29,Intermedia-Gruesa,Granito,0.12,347317.62,110.15
24577,178051625.05,18862345.96,66.53,Intermedia-Gruesa,Granito,0.53,506248.82,102.14
24578,198812619.27,33358190.9,32.42, foliada,Gneiss,0.68,241884.62,192.7
