,Compresión Simple (Pa),Cohesión (Pa),Ángulo de Fricción (Grados),Textura,Nombre,Módulo de Poisson,Resistividad,Susceptibilidad
18478,253163666.85,30388162.41,34.53,Fanerítica,Gabro,0.12,41274.84,0.0
18479,326167907.42,20952393.55,50.21,Afanítica,Andesita,0.23,9964789.24,0.02
18480,411361417.41,23528263.36,50.75,Afanítica,Andesita,0.3,9692233.9,0.02
18481,180254001.32,37079396.57,59.06,Intermedia-Gruesa,Granito,0.14,768964.04,0.0
18482,210946900.1,21854898.07,43.68,Intermedia-Gruesa,Granito,0.17,373488.56,0.0
18483,192319165.63,37034770.82,31.5, foliada,Gneiss,0.19,904584.45,0.0
18484,279494553.18,29482971.75,33.76,Fanerítica,Gabro,0.19,329831.17,0.0
18485,115958099.28,32447513.23,47.01,Detrítica,Arenisca,0.18,6199.3,0.0
18486,167278792.24,31699619.25,31.12, foliada,Gneiss,0.39,917716.37,0.0
18487,206559930.58,28605826.45,51.38,Porfídica,Basalto,0.27,727753.46,0.05
18488,163827374.82,11692102.34,37.07, foliada,Gneiss,0.44,72197.63,0.0
18489,241459719.96,28945750.26,55.41,Intermedia-Gruesa,Granito,0.43,912815.93,0.0
18490,184570593.62,34353995.69,43.08,Afanítica,Andesita,0.28,5753751.14,0.03
18491,171716945.02,5803799.15,50.88,Intermedia-Gruesa,Granito,0.23,117558.78,0.0
18492,229523185.56,24600175.77,45.94,Intermedia-Gruesa,Granito,0.03,1086133.7,0.0
18493,183011302.27,27003514.51,35.79, foliada,Gneiss,0.38,692352.48,0.0
18494,223776743.55,27968234.23,37.35,Fanerítica,Gabro,0.16,5988.22,0.0
18495,211047457.27,38981722.33,56.86,Intermedia-Gruesa,Granito,0.01,370900.51,0.0
18496,26428455.88,23415662.69,46.83,Detrítica,Arenisca,0.35,2353.84,0.0
18497,146909634.68,42767504.82,39.98, foliada,Gneiss,0.42,205081.95,0.0
18498,188658522.73,24414474.39,51.15,Intermedia-Gruesa,Granito,0.19,269237.9,0.0
18499,212743882.58,30894702.96,33.18,Fanerítica,Gabro,0.19,9512.01,0.0
18500,140351946.83,27906139.4,54.26,Intermedia-Gruesa,Granito,0.28,299884.03,0.0
18501,158482316.59,32512637.97,30.71, foliada,Gneiss,0.11,139493.87,0.0
18502,150384984.81,17400698.5,46.32,Intermedia-Gruesa,Granito,0.53,506518.04,0.0
18503,346487782.3,42246753.12,44.4,Afanítica,Andesita,0.26,11689507.83,0.03
18504,214348404.23,45083911.56,31.56, foliada,Gneiss,0.29,226105.3,0.0
18505,205502425.33,30247026.32,40.72,Fanerítica,Gabro,0.2,871934.09,0.0
18506,175699464.85,9175068.39,46.14,Intermedia-Gruesa,Granito,0.31,448411.23,0.0
18507,279532693.02,30445511.04,32.59,Fanerítica,Gabro,0.21,459360.29,0.0
18508,257603219.58,31679063.99,38.61,Fanerítica,Gabro,0.16,850795.17,0.0
18509,97439241.7,-6749403.89,47.43,Detrítica,Arenisca,0.21,5571.62,0.0
18510,157071342.56,45794811.03,58.92,Porfídica,Basalto,0.33,533624.8,0.02
18511,261158166.59,29373385.28,34.71,Fanerítica,Gabro,0.13,874517.91,0.0
18512,113084767.2,89455613.13,50.57,Porfídica,Basalto,0.44,458510.5,0.05
18513,226575492.85,29254409.71,36.39,Fanerítica,Gabro,0.11,330533.06,0.0
18514,189423637.79,53016794.86,26.75, foliada,Gneiss,0.14,315263.97,0.0
18515,126307034.25,35171890.46,34.44,Detrítica,Arenisca,0.18,5839.48,0.0
18516,210144403.43,33264938.42,55.21,Porfídica,Basalto,0.25,512969.7,0.04
18517,211593680.08,18646578.37,52.28,Intermedia-Gruesa,Granito,0.36,388016.64,0.0
18518,36230451.67,10189480.99,37.98,Detrítica,Arenisca,0.28,6385.29,0.0
18519,166650539.51,59399988.67,52.8,Porfídica,Basalto,0.25,303292.99,0.04
18520,217137997.97,29186025.35,35.33,Fanerítica,Gabro,0.13,56575.47,0.0
18521,196167326.69,22483848.95,56.25,Porfídica,Basalto,0.26,366826.84,0.03
18522,163779078.34,31581202.07,39.51,Fanerítica,Gabro,0.14,986371.67,0.0
18523,224569548.13,30710277.8,34.84,Fanerítica,Gabro,0.21,241562.57,0.0
18524,268874339.07,29840068.1,34.17,Fanerítica,Gabro,0.16,147470.23,0.0
18525,250134647.86,40157804.6,38.44,Afanítica,Andesita,0.18,6005939.98,0.02
18526,181115163.09,24484815.34,55.47,Intermedia-Gruesa,Granito,0.29,591840.49,0.0
18527,200504174.1,35072348.97,48.9,Porfídica,Basalto,0.41,1024172.92,0.04
18528,245989827.5,40787169.26,55.73,Intermedia-Gruesa,Granito,0.3,94227.19,0.0
18529,205365435.67,29721917.7,34.36,Fanerítica,Gabro,0.15,841613.0,0.0
18530,178534985.38,37848996.29,40.66, foliada,Gneiss,0.42,349378.02,0.0
18531,147723692.12,9627538.07,47.08,Detrítica,Arenisca,0.33,11198.27,0.0
18532,168524177.42,6399634.72,30.99, foliada,Gneiss,0.15,624126.68,0.0
18533,251315625.8,17128962.17,50.9,Afanítica,Andesita,0.25,2659275.27,0.03
18534,230039818.66,44070438.12,52.8,Intermedia-Gruesa,Granito,0.21,624394.46,0.0
18535,252274700.43,29660918.75,33.69,Fanerítica,Gabro,0.12,376566.07,0.0
18536,134941631.86,5111680.22,39.96, foliada,Gneiss,0.29,574404.94,0.0
18537,186659279.0,28382346.93,49.19,Intermedia-Gruesa,Granito,0.18,299209.16,0.0
18538,176975876.1,30594783.81,35.58, foliada,Gneiss,0.08,892629.19,0.0
18539,226591653.68,28956076.6,41.2,Fanerítica,Gabro,0.13,359214.61,0.0
18540,249042634.13,30845483.47,36.4,Fanerítica,Gabro,0.16,707725.1,0.0
18541,191064572.21,46909421.05,36.12, foliada,Gneiss,0.47,959572.15,0.0
18542,129986982.73,18320951.92,38.11, foliada,Gneiss,0.33,526949.45,0.0
18543,211090283.97,26368479.32,40.32, foliada,Gneiss,0.33,497577.03,0.0
18544,254040727.18,30906136.79,53.74,Intermedia-Gruesa,Granito,0.09,973434.18,0.0
18545,182885661.43,13691686.07,49.17,Intermedia-Gruesa,Granito,0.02,610051.0,0.0
18546,113239237.92,39258360.94,38.38,Detrítica,Arenisca,0.55,6502.66,0.0
18547,107805401.01,-701907.59,46.65,Detrítica,Arenisca,0.43,3626.6,0.0
18548,74987917.75,33313947.13,28.28,Detrítica,Arenisca,0.36,1606.95,0.0
18549,245033556.59,32313392.46,29.08,Fanerítica,Gabro,0.2,383822.27,0.0
18550,222380524.27,30385809.22,39.63,Fanerítica,Gabro,0.17,230249.69,0.0
18551,165534127.59,33088392.31,29.24, foliada,Gneiss,0.02,100975.05,0.0
18552,172831294.19,38757496.62,36.61, foliada,Gneiss,0.42,871808.4,0.0
18553,171689949.83,70594982.99,47.12,Intermedia-Gruesa,Granito,0.05,378136.39,0.0
18554,171703811.35,37692531.37,43.04,Intermedia-Gruesa,Granito,0.5,548150.62,0.0
18555,176198569.66,28919494.88,26.97, foliada,Gneiss,0.16,1141338.15,0.0
18556,170389589.41,29004894.52,39.41, foliada,Gneiss,0.32,388192.89,0.0
18557,215925521.7,27234727.77,49.9,Intermedia-Gruesa,Granito,0.37,566387.09,0.0
18558,137272991.04,32934184.92,47.52,Porfídica,Basalto,0.38,414797.43,0.05
18559,137836200.51,39106921.34,30.6, foliada,Gneiss,0.28,426063.87,0.0
18560,285620174.81,28399931.49,36.64,Fanerítica,Gabro,0.25,243190.6,0.0
18561,178289605.31,25218794.26,48.87,Afanítica,Andesita,0.21,6928177.53,0.02
18562,197409058.5,30454830.64,31.94, foliada,Gneiss,0.31,746775.42,0.0
18563,180487174.53,59822028.24,51.22,Porfídica,Basalto,0.41,991103.82,0.03
18564,246656940.73,26486772.79,46.36,Afanítica,Andesita,0.33,7041770.94,0.03
18565,143355054.56,12403924.87,27.66,Detrítica,Arenisca,0.26,2652.91,0.0
18566,224974444.45,17254770.05,51.58,Intermedia-Gruesa,Granito,0.27,53008.35,0.0
18567,289319568.43,31059722.33,44.24,Afanítica,Andesita,0.33,315212.05,0.02
18568,259329729.81,30373475.73,34.65,Fanerítica,Gabro,0.21,266336.46,0.0
18569,256849956.97,31316734.59,33.73,Fanerítica,Gabro,0.16,85831.44,0.0
18570,302881864.84,30220025.49,36.65,Fanerítica,Gabro,0.08,33893.97,0.0
18571,270069972.09,29586882.49,30.22,Fanerítica,Gabro,0.12,666955.41,0.0
18572,186363111.38,39593728.82,31.76, foliada,Gneiss,0.06,589714.76,0.0
18573,272085207.35,28886256.01,35.76,Fanerítica,Gabro,0.21,239299.42,0.0
18574,222647608.06,30094023.6,34.52,Fanerítica,Gabro,0.18,602182.82,0.0
18575,230807019.58,67088619.67,52.83,Porfídica,Basalto,0.34,983745.34,0.05
18576,268354864.79,28152775.77,46.03,Afanítica,Andesita,0.33,10114967.68,0.03
18577,183670376.53,31081222.76,35.73, foliada,Gneiss,0.3,276556.81,0.0
18578,184260562.61,28030661.9,42.64, foliada,Gneiss,0.22,340823.79,0.0
18579,183113183.18,17851567.45,30.85, foliada,Gneiss,0.31,666530.56,0.0
18580,204385275.55,69931101.1,45.25,Intermedia-Gruesa,Granito,0.25,348069.56,0.0
18581,176391640.49,23637991.19,49.05,Intermedia-Gruesa,Granito,0.08,724462.89,0.0
18582,184905008.5,16605176.17,29.63, foliada,Gneiss,0.2,575715.3,0.0
18583,178714794.92,13603653.33,37.59, foliada,Gneiss,0.17,67529.13,0.0
18584,150677149.5,63695571.33,55.08,Porfídica,Basalto,0.33,968652.75,0.03
18585,203357590.03,49326707.8,53.11,Intermedia-Gruesa,Granito,0.19,626711.23,0.0
18586,231700594.86,28612457.12,39.08,Fanerítica,Gabro,0.19,435664.58,0.0
18587,176605694.31,12922775.67,40.84, foliada,Gneiss,0.38,731177.99,0.0
18588,279586270.07,29998442.37,32.87,Fanerítica,Gabro,0.17,582707.0,0.0
18589,193490484.06,29787699.51,39.39,Fanerítica,Gabro,0.12,120830.51,0.0
18590,242575332.42,22605994.46,35.69, foliada,Gneiss,0.34,735419.98,0.0
18591,225270440.99,30032314.7,30.9,Fanerítica,Gabro,0.16,275203.66,0.0
18592,254561682.88,29868043.28,34.63,Fanerítica,Gabro,0.14,525777.87,0.0
18593,167467817.88,29604693.98,33.09,Fanerítica,Gabro,0.11,41736.7,0.0
18594,274105294.23,29028946.07,32.44,Fanerítica,Gabro,0.19,4743.18,0.0
18595,200674445.32,38687735.61,56.27,Intermedia-Gruesa,Granito,0.17,1001921.7,0.0
18596,151232061.64,25777337.66,51.9,Detrítica,Arenisca,0.29,6074.28,0.0
18597,112266622.69,29849065.45,36.35,Detrítica,Arenisca,0.07,5163.81,0.0
18598,255485609.56,29461227.51,32.93,Fanerítica,Gabro,0.18,704707.62,0.0
18599,208818453.69,32597107.39,48.51,Porfídica,Basalto,0.17,892928.88,0.06
18600,178721294.29,32047854.5,47.8,Porfídica,Basalto,0.12,472658.43,0.05
18601,146677010.81,33911451.84,43.09, foliada,Gneiss,0.22,391924.11,0.0
18602,292004440.7,30930242.46,38.26,Fanerítica,Gabro,0.09,978959.36,0.0
18603,261605751.78,29907857.05,34.54,Fanerítica,Gabro,0.22,1244382.03,0.0
18604,187376094.94,18477896.23,23.4, foliada,Gneiss,0.03,750081.28,0.0
18605,203541418.59,22021240.02,43.64,Intermedia-Gruesa,Granito,0.34,1260520.85,0.0
18606,106845237.43,45432950.74,50.92,Detrítica,Arenisca,0.36,1571.19,0.0
18607,179987665.37,45013522.34,29.58, foliada,Gneiss,0.36,728990.43,0.0
18608,134907683.21,30895897.21,45.96,Porfídica,Basalto,0.32,228003.63,0.04
18609,197668414.15,28546019.55,31.14, foliada,Gneiss,0.24,483391.95,0.0
18610,168121970.07,33451474.24,34.06, foliada,Gneiss,0.48,692461.21,0.0
18611,257383177.5,31146915.4,34.79,Fanerítica,Gabro,0.17,233155.53,0.0
18612,189879886.81,29987978.69,33.3,Fanerítica,Gabro,0.16,459129.49,0.0
18613,145768633.05,14575598.48,43.12, foliada,Gneiss,0.03,337474.46,0.0
18614,196698183.75,25669261.15,40.04, foliada,Gneiss,0.11,656190.34,0.0
18615,161785545.79,35454783.86,38.13, foliada,Gneiss,0.05,143205.86,0.0
18616,262874904.24,29693592.87,35.53,Fanerítica,Gabro,0.21,1400865.01,0.0
18617,254497071.01,30547400.5,32.38,Fanerítica,Gabro,0.12,378996.39,0.0
18618,207841112.16,9790058.57,49.97,Intermedia-Gruesa,Granito,0.33,180175.42,0.0
18619,167098362.01,31065226.16,32.88,Fanerítica,Gabro,0.1,310657.38,0.0
18620,97498627.62,63172684.98,56.15,Porfídica,Basalto,0.46,426710.29,0.02
18621,149850853.42,41083191.93,37.47, foliada,Gneiss,0.26,706751.09,0.0
18622,154388709.48,31523729.12,39.14, foliada,Gneiss,0.11,121589.06,0.0
18623,226264176.92,29658625.53,36.13,Fanerítica,Gabro,0.19,601643.57,0.0
18624,247853555.6,52776252.16,45.35,Porfídica,Basalto,0.31,443394.53,0.03
18625,198631487.14,27534605.84,30.96,Fanerítica,Gabro,0.11,146061.97,0.0
18626,119731239.95,37941586.96,42.48,Detrítica,Arenisca,0.49,6971.33,0.0
18627,153759765.73,17475600.59,43.21, foliada,Gneiss,0.13,517763.89,0.0
18628,74556030.73,-13943149.26,12.35,Detrítica,Arenisca,0.33,3374.0,0.0
18629,178174355.59,26996523.54,27.81, foliada,Gneiss,0.1,568852.44,0.0
18630,211145717.72,29993351.81,27.7, foliada,Gneiss,0.2,96626.13,0.0
18631,192198923.91,31591937.8,37.47,Fanerítica,Gabro,0.18,1034659.83,0.0
18632,288086449.59,21985322.01,34.85,Afanítica,Andesita,0.29,3102083.12,0.02
18633,280529234.57,21647335.14,52.46,Afanítica,Andesita,0.28,11205859.65,0.02
18634,249495150.84,32064385.54,40.92,Fanerítica,Gabro,0.13,396498.17,0.0
18635,204578900.52,28879220.29,34.03,Fanerítica,Gabro,0.15,813968.37,0.0
18636,164031925.07,40206468.86,51.13,Porfídica,Basalto,0.48,977522.76,0.05
18637,152864946.29,40443113.68,35.8, foliada,Gneiss,0.21,254687.37,0.0
18638,151936578.56,26310785.49,38.5,Detrítica,Arenisca,0.56,9588.93,0.0
18639,229584201.46,46710716.82,36.24,Intermedia-Gruesa,Granito,0.27,869780.13,0.0
18640,212158639.51,33875920.27,45.64,Afanítica,Andesita,0.27,3209471.46,0.02
18641,292115020.13,22136975.83,51.41,Afanítica,Andesita,0.23,2797228.93,0.02
18642,310526281.23,31341713.24,36.43,Fanerítica,Gabro,0.14,958695.77,0.0
18643,133769804.85,19206452.92,40.63,Detrítica,Arenisca,0.36,5556.03,0.0
18644,182195376.57,32986123.54,45.45, foliada,Gneiss,0.01,851761.32,0.0
18645,149904629.61,16127402.7,32.9, foliada,Gneiss,0.24,598588.99,0.0
18646,197860904.44,43404575.55,46.53,Intermedia-Gruesa,Granito,0.22,552929.11,0.0
18647,207027392.75,26892692.36,52.56,Porfídica,Basalto,0.17,171257.75,0.04
18648,153043913.5,14107415.38,36.54, foliada,Gneiss,0.35,794563.41,0.0
18649,256617496.49,30866810.79,36.53,Fanerítica,Gabro,0.14,783153.03,0.0
18650,247788946.96,30071585.43,28.76,Fanerítica,Gabro,0.15,352290.54,0.0
18651,181653685.28,24924675.41,39.7, foliada,Gneiss,0.11,219518.66,0.0
18652,255399094.87,30433881.04,40.91,Fanerítica,Gabro,0.19,87277.12,0.0
18653,198392856.39,-20995821.02,56.8,Porfídica,Basalto,0.29,1141190.48,0.05
18654,180600648.67,43042740.64,40.51, foliada,Gneiss,0.06,5410.92,0.0
18655,165524833.4,44169480.16,58.95,Porfídica,Basalto,0.47,219277.13,0.06
18656,331081459.87,27256860.88,44.72,Afanítica,Andesita,0.33,1214416.18,0.02
18657,238098603.29,49090486.47,45.56,Intermedia-Gruesa,Granito,0.55,478242.25,0.0
18658,174956982.17,38076969.38,32.58, foliada,Gneiss,0.17,417962.82,0.0
18659,184757604.09,13435641.81,58.22,Porfídica,Basalto,0.18,156909.52,0.04
18660,162234227.2,-12834262.79,52.59,Intermedia-Gruesa,Granito,0.25,742140.42,0.0
18661,234105060.38,31100531.99,57.01,Intermedia-Gruesa,Granito,0.32,309308.05,0.0
18662,223404765.4,23826368.06,48.11,Intermedia-Gruesa,Granito,0.13,887403.68,0.0
18663,59989550.44,-6772733.65,34.74,Detrítica,Arenisca,0.12,10479.05,0.0
18664,181092622.46,40946369.72,47.62, foliada,Gneiss,0.04,800753.6,0.0
18665,88574175.33,24540212.3,45.71,Detrítica,Arenisca,0.28,7903.38,0.0
18666,186131225.42,44850861.01,56.98,Intermedia-Gruesa,Granito,0.04,591803.28,0.0
18667,162246376.81,37540742.17,51.24,Porfídica,Basalto,0.13,1071339.6,0.04
18668,81415923.61,4898720.78,39.91,Detrítica,Arenisca,0.53,3450.64,0.0
18669,209285929.2,40375376.57,57.62,Intermedia-Gruesa,Granito,0.34,812744.31,0.0
18670,223605272.42,29887510.69,31.98,Fanerítica,Gabro,0.18,813597.48,0.0
18671,260466830.24,30398602.09,40.82,Afanítica,Andesita,0.3,5006997.32,0.03
18672,166886804.76,7699528.6,47.53, foliada,Gneiss,0.58,83797.64,0.0
18673,55482745.71,27060007.7,62.27,Detrítica,Arenisca,0.31,3103.07,0.0
18674,177134335.19,27208305.02,38.3, foliada,Gneiss,0.41,748905.37,0.0
18675,244983411.6,30648890.0,48.77,Porfídica,Basalto,0.24,606997.8,0.05
18676,169332621.57,50215838.6,53.86,Intermedia-Gruesa,Granito,0.03,415406.22,0.0
18677,252184656.41,30498024.56,48.41,Afanítica,Andesita,0.32,577300.98,0.02
18678,188034771.17,18615036.37,45.0, foliada,Gneiss,0.43,329336.55,0.0
18679,197999806.98,32135010.66,57.13,Intermedia-Gruesa,Granito,0.13,739335.74,0.0
18680,43130652.54,1956324.49,41.02,Detrítica,Arenisca,0.29,5825.22,0.0
18681,192043755.74,47017139.9,52.65,Porfídica,Basalto,0.31,483042.66,0.04
18682,352107775.3,18956027.51,46.43,Afanítica,Andesita,0.27,4213591.85,0.02
18683,249190127.61,30230049.01,32.44,Fanerítica,Gabro,0.11,947890.39,0.0
18684,142214052.33,1991159.05,49.31,Porfídica,Basalto,0.38,129701.65,0.02
18685,163037530.81,46411629.75,58.0,Porfídica,Basalto,0.56,733050.84,0.03
18686,180499589.38,73382413.39,48.39,Porfídica,Basalto,0.37,692023.31,0.04
18687,303554046.79,28524199.19,43.81,Afanítica,Andesita,0.22,6148849.84,0.02
18688,224669524.55,19244848.31,34.06, foliada,Gneiss,0.48,452089.39,0.0
18689,179783409.53,28880476.05,52.83,Intermedia-Gruesa,Granito,0.27,1152212.87,0.0
18690,87478007.32,24213560.9,28.1,Detrítica,Arenisca,0.3,4051.89,0.0
18691,170301680.37,54697616.97,50.91,Porfídica,Basalto,0.37,617457.82,0.04
18692,294954331.31,30097860.92,33.33,Fanerítica,Gabro,0.2,957364.5,0.0
18693,158066201.13,38280166.37,29.79, foliada,Gneiss,0.46,1016832.58,0.0
18694,197396744.94,36406882.16,52.3,Porfídica,Basalto,0.33,109247.18,0.04
18695,299174098.97,19508924.45,41.63,Afanítica,Andesita,0.27,521131.06,0.02
18696,219084293.57,30548230.96,32.18,Fanerítica,Gabro,0.23,553651.84,0.0
18697,166010973.66,36853840.74,52.62,Intermedia-Gruesa,Granito,0.21,17149.44,0.0
18698,223645258.79,28368288.09,32.73,Fanerítica,Gabro,0.13,219733.91,0.0
18699,178462351.81,30248371.0,32.66,Fanerítica,Gabro,0.15,895387.09,0.0
18700,252446221.34,29951656.09,30.97,Fanerítica,Gabro,0.21,580572.02,0.0
18701,181536668.77,54357121.2,47.51,Intermedia-Gruesa,Granito,0.32,385526.09,0.0
18702,309171611.91,27477810.53,48.43,Afanítica,Andesita,0.27,5714468.99,0.02
18703,169963095.4,10500634.77,49.26,Intermedia-Gruesa,Granito,0.06,64623.79,0.0
18704,266682908.32,29050877.16,35.16,Fanerítica,Gabro,0.18,607374.83,0.0
18705,200276255.53,29580132.41,32.18,Fanerítica,Gabro,0.22,937359.13,0.0
18706,248583819.85,29682602.72,34.26,Fanerítica,Gabro,0.17,423569.78,0.0
18707,214919597.3,11819668.67,48.97,Porfídica,Basalto,0.34,962620.12,0.05
18708,153472101.96,17624038.14,51.29,Porfídica,Basalto,0.29,1002102.62,0.02
18709,250240423.0,20856765.71,43.64,Afanítica,Andesita,0.3,2636139.69,0.02
18710,200763039.19,19832084.66,37.65, foliada,Gneiss,0.03,817601.68,0.0
18711,237469966.84,27955165.27,34.87,Fanerítica,Gabro,0.13,1443577.37,0.0
18712,234543732.85,59377007.75,50.73,Porfídica,Basalto,0.35,30483.62,0.04
18713,161526676.79,37952060.56,30.46, foliada,Gneiss,0.21,226357.19,0.0
18714,227574956.9,29443551.78,43.31,Afanítica,Andesita,0.27,5104291.63,0.02
18715,166368776.48,34787772.15,34.88, foliada,Gneiss,0.33,884087.72,0.0
18716,164266019.62,45237978.98,50.78,Porfídica,Basalto,0.47,108940.52,0.03
18717,199357590.45,10825619.27,49.07,Intermedia-Gruesa,Granito,0.28,962148.77,0.0
18718,190150167.14,41416399.94,31.84, foliada,Gneiss,0.17,563056.88,0.0
18719,227954121.29,29422766.75,40.71,Intermedia-Gruesa,Granito,0.28,618212.26,0.0
18720,149896436.34,17131721.23,48.74,Intermedia-Gruesa,Granito,0.31,711061.27,0.0
18721,149807894.3,72790221.99,52.02,Porfídica,Basalto,0.48,874255.13,0.06
18722,40759710.3,27710251.16,48.83,Detrítica,Arenisca,0.17,4947.4,0.0
18723,155357968.46,43719978.89,44.11, foliada,Gneiss,0.22,264736.73,0.0
18724,216896808.38,29856981.6,33.5,Fanerítica,Gabro,0.22,33440.74,0.0
18725,177318461.77,53028292.66,47.29,Intermedia-Gruesa,Granito,0.16,661664.68,0.0
18726,231219141.12,30159176.67,35.51,Fanerítica,Gabro,0.16,509772.31,0.0
18727,147566691.36,40145974.8,35.89, foliada,Gneiss,0.44,556251.79,0.0
18728,209127367.46,22499896.86,46.76,Intermedia-Gruesa,Granito,0.08,383688.99,0.0
18729,146204992.89,38649395.63,55.91,Porfídica,Basalto,0.23,7115.18,0.04
18730,226283634.56,22318447.7,49.27,Intermedia-Gruesa,Granito,0.35,469790.38,0.0
18731,250097783.34,29713748.5,36.13,Fanerítica,Gabro,0.07,1100737.91,0.0
18732,205748112.08,47390815.69,33.03, foliada,Gneiss,0.23,1166364.45,0.0
18733,165396204.99,42231159.22,48.4, foliada,Gneiss,0.15,134502.63,0.0
18734,204755334.93,30246061.3,37.38,Fanerítica,Gabro,0.15,1159478.42,0.0
18735,181951450.99,42262919.63,54.18,Intermedia-Gruesa,Granito,0.29,521206.09,0.0
18736,147650885.72,23824251.71,45.6,Afanítica,Andesita,0.22,11768185.5,0.02
18737,141868602.95,8606023.7,28.98, foliada,Gneiss,0.43,545761.31,0.0
18738,142867145.54,28782024.05,49.56,Porfídica,Basalto,0.43,1369997.75,0.06
18739,60750783.97,33246937.45,33.21,Detrítica,Arenisca,0.41,5502.9,0.0
18740,233314230.95,29378901.57,46.45,Intermedia-Gruesa,Granito,0.45,680150.67,0.0
18741,199189252.24,78907696.13,56.52,Porfídica,Basalto,0.5,401400.47,0.06
18742,78554032.37,20630731.03,38.6,Detrítica,Arenisca,0.32,2877.16,0.0
18743,230324370.42,28394844.76,53.86,Intermedia-Gruesa,Granito,0.33,548839.28,0.0
18744,186190425.19,31464733.11,50.25,Intermedia-Gruesa,Granito,0.29,109748.92,0.0
18745,179377181.54,30780097.44,55.43,Intermedia-Gruesa,Granito,0.13,74435.44,0.0
18746,157724339.39,13561448.14,34.2, foliada,Gneiss,0.09,735321.77,0.0
18747,253011139.09,45659944.26,54.14,Porfídica,Basalto,0.38,284956.83,0.02
18748,291431132.17,30647366.57,29.16,Fanerítica,Gabro,0.13,913739.17,0.0
18749,163972879.89,32451881.83,42.07, foliada,Gneiss,0.42,451621.39,0.0
18750,223222917.39,28059031.62,50.07,Intermedia-Gruesa,Granito,0.29,1175557.25,0.0
18751,156914333.24,38728353.55,47.49,Porfídica,Basalto,0.32,572436.09,0.03
18752,277744214.78,20076245.87,49.54,Afanítica,Andesita,0.28,7399321.17,0.02
18753,151609679.18,54216090.84,51.51,Intermedia-Gruesa,Granito,0.05,549847.26,0.0
18754,189510957.22,33279320.5,41.7, foliada,Gneiss,0.07,247435.88,0.0
18755,192350659.75,24353560.47,57.19,Intermedia-Gruesa,Granito,0.13,214040.73,0.0
18756,188978751.55,20853993.88,52.63,Afanítica,Andesita,0.28,459837.26,0.02
18757,62396926.49,26575136.36,42.94,Detrítica,Arenisca,0.29,3554.32,0.0
18758,164154854.07,24105297.85,55.95,Intermedia-Gruesa,Granito,0.16,47354.76,0.0
18759,177657176.15,31043645.11,40.33, foliada,Gneiss,0.06,188176.35,0.0
18760,250040490.27,30109178.88,39.42,Fanerítica,Gabro,0.14,367784.22,0.0
18761,186141799.36,27710268.23,46.09,Porfídica,Basalto,0.28,596028.4,0.04
18762,126702213.7,36320731.91,53.61,Detrítica,Arenisca,0.16,5549.8,0.0
18763,176429814.32,20667633.06,32.55, foliada,Gneiss,0.28,621376.01,0.0
18764,197283273.43,24873345.86,54.62,Porfídica,Basalto,0.44,1257915.31,0.05
18765,203070732.25,28637241.07,27.35, foliada,Gneiss,0.11,568546.78,0.0
18766,189972601.61,17867144.3,35.79, foliada,Gneiss,0.2,222480.93,0.0
18767,106845695.34,11937178.17,53.53,Detrítica,Arenisca,0.2,4056.43,0.0
18768,193429721.73,33646455.11,30.86, foliada,Gneiss,0.3,517891.5,0.0
18769,140750456.01,19937933.96,35.25, foliada,Gneiss,0.28,625083.38,0.0
18770,288616841.33,30229895.87,37.44,Afanítica,Andesita,0.28,4704186.29,0.02
18771,166350129.9,68042441.03,47.85,Porfídica,Basalto,0.32,129629.29,0.05
18772,180152202.49,39567616.06,49.64,Porfídica,Basalto,0.43,99982.36,0.04
18773,77517763.98,23639713.42,47.68,Detrítica,Arenisca,0.15,4714.3,0.0
18774,105410717.42,32374493.11,42.98,Detrítica,Arenisca,0.31,6810.73,0.0
18775,193052453.01,26141165.73,30.98, foliada,Gneiss,0.15,507294.39,0.0
18776,376399711.06,22756855.73,42.24,Afanítica,Andesita,0.26,5047091.49,0.02
18777,160844490.02,70400204.11,49.86,Porfídica,Basalto,0.17,362343.65,0.05
18778,179004908.44,17879752.78,40.6, foliada,Gneiss,0.03,580175.88,0.0
18779,176471598.73,34246694.95,31.43, foliada,Gneiss,0.11,433354.32,0.0
18780,234891000.42,25959750.94,53.57,Afanítica,Andesita,0.25,1128661.68,0.03
18781,186757070.75,24889197.31,58.35,Afanítica,Andesita,0.26,5224433.61,0.02
18782,307912583.02,29688560.61,33.21,Fanerítica,Gabro,0.15,273625.28,0.0
18783,230987598.54,31243484.1,45.02,Afanítica,Andesita,0.32,2308554.81,0.02
18784,171108571.71,22267182.84,28.73, foliada,Gneiss,0.1,135823.52,0.0
18785,177973732.93,50392886.06,43.09, foliada,Gneiss,0.33,39768.98,0.0
18786,205768834.81,9568243.72,50.31,Porfídica,Basalto,0.13,1006082.8,0.04
18787,55246107.01,35426202.77,45.51,Detrítica,Arenisca,0.34,2654.07,0.0
18788,215479397.38,18800513.82,34.66,Intermedia-Gruesa,Granito,0.47,380267.72,0.0
18789,101241273.5,16513823.01,45.8,Detrítica,Arenisca,0.21,5205.34,0.0
18790,209972611.05,30020847.29,55.86,Intermedia-Gruesa,Granito,0.33,38238.18,0.0
18791,261494136.32,31266112.0,39.17,Fanerítica,Gabro,0.15,1190855.07,0.0
18792,200125813.09,13353474.61,38.41, foliada,Gneiss,0.2,90469.42,0.0
